"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"1122","",14,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"22+1 STINGS TRAMP SE ENCUENTRO A KM 101.3 APPROXIMADMENTE, SE QUITARON Y DE DEHARON E3,E4,C2,C3 IN POSICION","NUBLADO CON NEBLINA","TRAPLINE",0,99,72
"1123","",14,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,NA,"NUBLADO CON NEBLINA","TRAPLINE",0,99,72
"1124","",14,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"6+2 STINGS","NUBLADO Y BRISA","TRAPLINE",0,99,72
"1125","",14,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"0+0 STINGS","NUBLADO CON NEBLINA","TRAPLINE",0,99,72
"1126","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"POCO NECTAR 12+6 STINGS VIENTO NUBLADO","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1128","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"1 STING","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1129","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"13 STINGS TOTAL","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1130","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,NA,"NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1131","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"18 STINGS TOTAL","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1132","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"LACK OF HONEY 34+19 STINGS","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1133","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,NA,"NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1134","",15,6,1988,"CD. VICTORIA/SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"0 STINGS","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1136","",15,6,1988,"CUMBRES - CD VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RAUL, DEO, NOE, MARIO",NA,"3+1 STINGS","NUBLADO CON NEBLINA","TRAPLINE",1.12,84,72
"1144","",19,7,1988,"SLM / CD. VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WTW",NA,"EXTREMELY LARGE SWARM (COLONY) COMBS FILLED ENTIRE TRAP, MUCH STORED HONEY DRONE COMB ONLY","HOT & PARTLY CLOUDY; VEGETATION LUSH & GREEN","TRAPLINE",0.1,90,73
"1156","",21,7,1988,"CD VICTORIA /JUAM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WTW",NA,"A LITTLE CAPPED HONEY NECTAR MUCH POLLEN","HOT & OVERCAST","TRAPLINE",0.38,98,71
"1159","",16,8,1988,"CD VICTORIA / SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"LOT OF POLLEN & NECTAR SOME DRONES","CLOUDY AND RAINING","TRAPLINE",0.72,97,72
"1161","",16,8,1988,"CD VICTORIA / SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"RECENT SWARM ~ 5 DAYS NO NECTAR NO BROOD","CLOUDY AND DRIZZLE","TRAPLINE",0.72,97,72
"2045","",18,8,1988,"CD. VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"COLMENAS RUSTICAS EJIDO LA LIBERTAD UNA COLMENA AL FONDO DEL JARDIN-LO TIENE 3 ANOS (1-HIELO SECO; 1 ALCOHOL)",NA,"JAVIER PEREZ TORRES",0.38,81,73
"2048","",18,8,1988,"MIGUEL HIDALGO","TAMAULIPAS","MEXICO","Ejido Miguel Hidalgo","TAM",24.94197,-98.09183,"WLR",NA,"RUSTICAS CAJAS DE MADERA",NA,"FELIX MELENDEZ",0.31,84,70
"2057","",18,8,1988,"E. PIEDRA NEGRA","TAMAULIPAS","MEXICO","Forest Piedra Negra","TAM",23.633341,-98.533303,"WLR",NA,"RUSTICAS",NA,"MARTINIANO MOLINA",0.78,84,59
"1167","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"NO SE VIO POLEN NI CRIA","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1169","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"MUCHAS ABEJAS AFUERA EN BARBA-SE MATARON TAMBIEN","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1170","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"ENJAMBRE AFUREA- PANALES AFUERA!","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1171","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"SMALL PIECE OF COMB ONLY","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1173","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"POLILLA PRESENTE 3 MED. FALLEN COMB","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1174","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"EN EXTERIOR DE TRAMPA. MUCH DRONE COMB-APPROX. 20% OF TOTAL MUCH HONEY,CAPPED;NO BROOD, NO EGGS!","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1178","",27,9,1988,"SOTO/ALDAMA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"2 MEDIUM FALLEN COMBS QUITE A LOT OF DRONE COMB","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1179","",27,9,1988,"SLM/VICTORIA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"NO HUBO PANAL ENJAMBRE NUEVO ENTERITO-MUESTRADO EN 28/9/88 A LAS 0830 HORAS","SOLEADO, CALUROSO","TRAPLINE",0,95,69
"1181","",28,9,1988,"PESCA/SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL.",NA,"SOME DRONE COMB PRESENT","NUBLADO, FRESCO","TRAPLINE",0,89,68
"1182","",28,9,1988,"PESCA/SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL.",NA,"50% OF THE MEASURED COMB WAS FALLEN DUE TO STORM ALGUNAS CELDILLAS DE ZANGANO PRESENTE","NUBLADO, FRESCO","TRAPLINE",0,89,68
"1184","",28,9,1988,"PESCA/SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"WLR ET AL.",NA,"MUCH FALLEN BROOD. (~60%) FROM STORM SOME DRONE COMB","SOLEADO, CALUROSO","TRAPLINE",0,89,68
"1185","",26,10,1988,"SLM/VICT","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"A LITTLE NECTAR VERY LITTLE POLLEN","SOLEADO","TRAPLINE",0,89,68
"1197","",26,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"WAX MOTH-LOTS OF HONEY FERMENTING","SOLEADO","TRAPLINE",0,92,68
"1198","",26,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"CELDAS DE ZAG.-1 PEQUENO NECTAR POLLEN EN BEES + POCO","SOLEADO","TRAPLINE",0,92,68
"1186_A","",26,10,1988,"SLM/VICT","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"MOST COMBS ON FLOOR OF TRAP","SOLEADO","TRAPLINE",0,89,68
"1187_A","",26,10,1988,"SLM/LA PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,"LOTS OF HONEY - 150 NECTARS SUNFLOWERS","SOLEADO","TRAPLINE",0,89,68
"1195_A","",26,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"A LITTLE NECTAR AND POLLEN, LOTS OF EGGS AND LITTLE BROOD","SOLEADO","TRAPLINE",0,92,68
"1195_B","",26,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"A LITTLE NECTAR AND POLLEN, LOTS OF EGGS AND LITTLE BROOD","SOLEADO","TRAPLINE",0,92,68
"1199_A","",26,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,NA,"SOLEADO","TRAPLINE",0,92,68
"1203","",27,10,1988,"SLM/LA PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,NA,"SOLEADO","TRAPLINE",0,89,69
"1204","",27,10,1988,"SLM/LA PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,NA,"SOLEADO","TRAPLINE",0,89,69
"1205","",27,10,1988,"SLM/LA PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL.",NA,NA,"SOLEADO","TRAPLINE",0,89,69
"1206","",27,10,1988,"VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"SOME DRONES FOUND BY ROY M. *MITES (MEFASTIGS) ON LEGS","SOLEADO","TRAPLINE",0,93,70
"1207","",6,12,1988,"CD. VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR ET AL.",NA,"MUY POCO POLLEN-ALGO DE PERERVA DE MIEL (~1KG) ENJAMBRE PEQUENO PRUEBA DEFENSIVA 0+0 PIQUETES","SOLEADO","TRAPLINE",0,84,54
"1209","",7,12,1988,"SLM/LA PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR ET AL",NA,"MIEL Y POLEN PRESENTES","CON VIENTO Y NUBES","TRAPLINE",0,80,57
"1213","",7,3,1989,"CD. VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WTW ET. AL.",NA,"ALGO DE NECTAR Y POLEN, REGULAR ZANGANOS PRESENTES UN PANAL PEQ. DE CELD. DE ZANGANO","SUNNY WINDY","TRAPLINE",0,70,43
"1217","",7,3,1989,"CD. VICTORIA/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WTW ET. AL.",NA,"CELDILLA DE ZANGANO- 1 PANAL PEQUENO ALGO DE POLEN Y NECTAR","SUNNY WINDY","TRAPLINE",0,70,43
"1221","",4,4,1989,"PESCA\SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"SIN CERA","NUBLADO","TRAPLINE",0.38,84,66
"1224","",4,4,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"LOTS OF SEALED HONEY, ZANGANOS PRESENTS LITTLE POLLEN, NO DRONE COMB","NUBLADO VIENTO","TRAPLINE",0,100,73
"1225","",4,4,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"CELDILLA DE ZANGANOS, ZANGANOS PRESENTES MUCHA MIEL-2 PANALES PEQ. DE CELDILLA ZANGANO","NUBLADO VIENTO","TRAPLINE",0,100,73
"1227","",4,5,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"2 PANALES MEDIANOS CAIDOS","SOLEADO","TRAPLINE",0,99,68
"1228","",4,5,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"PANALES CAIDOS Y DEFORMADAS TRAMPA DESTROJADA SE PERDIERON ABEJAS DE LA MUESTRA","PARTLY CLOUDY","TRAPLINE",0,99,68
"1229","",4,5,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"CELDILLA DE ZANGANO. PRESENCIA DE MUCHOS ESCARABAJOS CARABIOS. BASTANTE POLEN Y MIEL OPERCULADA","PARTLY CLOUDY","TRAPLINE",0,99,68
"1230","",4,5,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"MUCHO POLEN Y NECTAR, PANAL DE ZANGANO PRESENCIA DE POLILEA, ROPACELDA PRESENTE","PARTLY CLOUDY","TRAPLINE",0,99,68
"1232","",4,5,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"MUCHA MIEL Y POLEN CELDILLA DE ZANGANO","PARTLY CLOUDY","TRAPLINE",0,99,68
"1235","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"NECTAR Y UN POCO DE POLEN","SOLEADO FRESCO","TRAPLINE",0,99,70
"1236","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,NA,"SOLEADO FRESCO","TRAPLINE",0,99,70
"1237","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"BROOD SAMPLE TAKEN; DRONE COMB PRESENT","SOLEADO FRESCO","TRAPLINE",0,99,70
"1238","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"DRONE COMB- 2 MED. SIZE","SOLEADO FRESCO","TRAPLINE",0,99,70
"1239","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"SEVERAL LARGE DRONE COMBS (~35%) LARVAE SAMPLE *2 BAGS","SOLEADO FRESCO","TRAPLINE",0,99,70
"1240","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"NO OVIPOSITION, NO APPARENT QUEEN-IN ONE SIDE SOME DRONE COMB","SOLEADO FRESCO","TRAPLINE",0,99,70
"1242","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"ENJAMBRE PEQUENITO, ZANGANOS PRESENTE","SOLEADO FRESCO","TRAPLINE",0,99,70
"1243","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"DRONE CELLS; CHALK BROOD-A FEW CELLS BROOD SX","SOLEADO FRESCO","TRAPLINE",0,99,70
"1244","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"NO NUMBER; NO BROOD;*BOTH TAKEN FROM SINGLE COMB","SOLEADO FRESCO","TRAPLINE",0,99,70
"1247","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"BROOD SAMPLE","SOLEADO FRESCO","TRAPLINE",0,99,70
"1248","",9,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,NA,"SOLEADO FRESCO","TRAPLINE",0,99,70
"1250","",10,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"SAMPLE LABLES READ ""DIA=9""","SOLEADO FRESCO","TRAPLINE",0,98,71
"1251","",10,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"""LOTS OF HONEY"" NO POLLEN","SOLEADO FRESCO","TRAPLINE",0,98,71
"1256","",10,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"ADULT DRONES","SOLEADO FRESCO","TRAPLINE",0,98,71
"1257","",10,5,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"*>8 TOTAL; DROPPED FROM MOVING VEHICLE! =SMASHDED & LOST DATA. ANTS IN EMPTY SIDE (SAMPLE TAKEN) -COOH","SOLEADO FRESCO","TRAPLINE",0,98,71
"1262","",10,5,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"RATON NEST; NO BROOD; *COMB TOO DAMAGED TO MEASURE (RESIDUAL SWARM?) ADULT DRONES, SOME HONEY","SOLEADO FRESCO","TRAPLINE",0,86,73
"1264","",10,5,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,NA,"SOLEADO FRESCO","TRAPLINE",0,86,73
"1269","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"*INCOMPLETA ENJAMBRE PEQUENO","SOLEADO FRESCO","TRAPLINE",0,104,77
"1270","",6,6,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"NECTAR SUFICIENTE ZANGANOS, BASTANTES *UNA SUBMUESTRA","SOLEADO FRESCO","TRAPLINE",0,104,77
"1271","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"CELDILLA DE ZANGANO","SOLEADO FRESCO","TRAPLINE",0,104,77
"1272","",6,6,1989,"CIUDAD VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,NA,"SOLEADO FRESCO","TRAPLINE",0,104,77
"1273","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"5 EMERGED QUEEN CELLS-POCAS OBRERAS (~150) ENJAMBRE PEQENISIMO","SOLEADO FRESCO","TRAPLINE",0,104,77
"1274","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"SIN REINA SOLO CELDILLA DE ZANGANO OVOPOSICION DE OBRERA NIDO DE AVISPAS ABANDONADO (POLISTES ROJOS)","SOLEADO FRESCO","TRAPLINE",0,104,77
"1275","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"PANALES POR FUERA DE LA TRAMPA *SUBMUESTRA","SOLEADO FRESCO","TRAPLINE",0,104,77
"1276","",6,6,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"*SUBMUESTRA REINA VIRGEN UNA PARTE ~3/4 GAL. DE ABEJAL ENJAMBRE DE BUEN TAMANO","SOLEADO FRESCO","TRAPLINE",0,104,77
"1277","",6,6,1989,"VICT/SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"W.L.R. ET.AL.",NA,"MEDIO PEQUENO","SOLEADO FRESCO","TRAPLINE",0,104,77
"1278","",6,6,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"*PARTIAL ENJAMBRE REGULAR","SOLEADO FRESCO","TRAPLINE",0,91,73
"1279","",6,6,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"ENJAMBRE REGULAR","SOLEADO FRESCO","TRAPLINE",0,91,73
"1280","",6,6,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"*PARTE POCO NECTAR ALGO DE POLEN","SOLEADO FRESCO","TRAPLINE",0,91,73
"1281","",6,6,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"W.L.R. ET.AL.",NA,"*UNA PARTE PENCAS POR FUERA- NADA POR DENTRO UN POCO NECTAR ALGO DE POLEN","SOLEADO FRESCO","TRAPLINE",0,91,73
"1282","",7,6,1989,"JUAM/VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"W.L.R. ET.AL.",NA,"BASTANTE MIEL Y POLEN PRESENTE CONVIVIENDO CON POISTES ROJOS!","SOLEADO FRESCO","TRAPLINE",0,100,68
"1283","",7,6,1989,"JUAM/VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"W.L.R. ET.AL.",NA,"BASTANTE MIEL Y POLEN POCAS ABEJAS NIDO DE POLISTES ROJO ABANDONADO","SOLEADO FRESCO","TRAPLINE",0,100,68
"1284","",7,6,1989,"JUAM/VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"W.L.R. ET.AL.",NA,"NO HAY POSTURA, NI DE OBRERA- THICKENED CELL EDGES, NO QUEEN PRESENT","SOLEADO FRESCO","TRAPLINE",0,100,68
"1285","",10,7,1989,"CMBRES CD. VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RUBINK, JJRB",NA,"*ENTIRE SWARM (SMALL) NOTE: ABANDONED RAT NEST PRESENT","HOT, SUNNY","TRAPLINE",0,102,75
"1286","",10,7,1989,"CMBRES CD. VICTORIA","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RUBINK, ROY",NA,"*ENTIRE SWARM (SMALL)","SUNNY, HOT","TRAPLINE",0,102,75
"1290","",11,7,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RUBINK, ?",NA,"*PARTIAL SWARM","SUNNY, HOT (35C)","TRAPLINE",0,99,75
"1293","",15,8,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RUBINK, RESENDEZ",NA,"MUY POCAS ABEJAS PROPELEO EN LA PIQUERA CELDILLA DE ZANGANOS HUERFANA","SUNNY","TRAPLINE",0,97,73
"1294","",15,8,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"RUBINK, RESENDEZ",NA,"LARGE SWARM","SUNNY","TRAPLINE",0,97,73
"1297","",15,8,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR,DR.RESENDEZ",NA,NA,"SUNNY","TRAPLINE",0,97,73
"1298","",15,8,1989,"LA PESCA A SOTO","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"RUBINK ET AL",NA,"CELDILLAS DE ZANGANOS ENJAMBRE FUERTE, GRANDE","SUNNY","TRAPLINE",0,86,80
"1304","",19,9,1989,"CD. VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, FRP, JMG",NA,"ENJAMBRE PEQUENO","PARTLY CLOUDY","TRAPLINE",0.3,91,74
"1306","",19,9,1989,"CD VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, FRP, JMG",NA,"PUPAS NO OPERCULADAS-SE LLEVO UNA MUESTRA DE PANAL ENFERMO","PARTLY CLOUDY","TRAPLINE",0.3,91,74
"1307","",19,9,1989,"CD VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR, FRP, JMG",NA,"POCA MIEL, POCO PLOEN FORAGES WITH LOTS OF POLLEN PUPAS NO OPECULADAS","PARTLY CLOUDY","TRAPLINE",0.3,91,74
"1308","",19,9,1989,"CD VICTORIA A SOTO","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR,FRP,JMG",NA,"MUCHA POLILLA SE MUESTRO 20/IX CRIA DE PUPA DESTAPADA (ALGO) POCA MIEL, ALGO DE POLEN","PARTLY CLOUDY","TRAPLINE",0.3,91,74
